season,opponent,result,pace,ppp,efg,to,or,ft,pmp,tmp,tmpa,fpa,fpt,tft,oppp,oefg,oto,oor,oft,opmp,otmp,otmpa,ofpa,ofpt,otft,label,type,blind
2016-17,Pittsburgh,W,60,1.33,57.8,13.3,46.9,32.8,58.8,37.5,41.4,13,19,68.4,1.3,67.6,16.6,27.3,9.3,68,44.8,53.7,5,5,100,Pittsburgh W 80-78 (2016-17),League,lightgreen
2016-17,Miami,L,70,0.88,40.8,20,28.6,31.7,38.9,29.2,40,13,19,68.4,1.1,47.3,14.3,31.4,53.6,44.4,35,35.7,24,30,80,Miami L 62-77 (2016-17),League,lightpink
2016-17,Virginia Tech,W,65,1.39,58.9,10.7,51.4,12.3,51.2,46.7,41.1,5,9,55.6,1.1,59.8,15.3,14.3,35.3,65.4,36,49,11,18,61.1,Virginia Tech W 91-72 (2016-17),League,lightgreen
2016-17,Boston College,W,75,1.2,51.6,16,43.2,45.3,48,42.9,21.9,24,29,82.8,1.09,55.9,20,27,10.3,48.8,44.4,39.7,6,7,85.7,Boston College W 90-82 (2016-17),League,lightgreen
2016-17,Syracuse,W,68,1.26,56.6,13.3,50,22.1,63.6,29.2,35.3,8,15,53.3,1,52.5,19.2,18.8,11.9,45.7,41.7,40.7,6,7,85.7,Syracuse W 85-68 (2016-17),League,lightgreen
2016-17,Florida State,W,85,1.13,48,17.6,45.6,50.7,41.8,44.4,24.7,26,37,70.3,0.98,53,17.6,20.4,38.8,56.4,32.1,41.8,12,26,46.2,Florida State W 96-83 (2016-17),League,lightgreen
2016-17,Wake Forest,W,75,1.24,57.8,14.7,38.2,37.5,54.3,44.4,28.1,19,24,79.2,1.16,51.5,14.7,31.7,43.1,44.7,40.7,41.5,20,28,71.4,Wake Forest W 93-87 (2016-17),League,lightgreen
2016-17,NC State,W,85,1.26,57,14.1,39.5,31.6,51.9,44.4,34.2,17,25,68,0.66,42.1,30.6,23.3,17.5,40,30.4,36.5,3,11,27.3,NC State W 107-56 (2016-17),League,lightgreen
2016-17,Clemson,W,70,1.13,51.3,22.8,51.1,15.4,46.3,41.7,30.8,9,12,75,1.09,53.7,15.2,26.3,27.9,50,39.3,41.2,13,19,68.4,Clemson W 89-86 (2016-17),League,lightgreen
2016-17,Georgia Tech,L,78,0.81,36.8,25.6,39.6,19.4,41.3,19.2,36.1,10,14,71.4,0.96,44.3,20.5,24.2,62.3,45.2,27.3,20.8,28,33,84.8,Georgia Tech L 63-75 (2016-17),League,lightpink
2016-17,Monmouth,W,88,1.16,47.9,19.4,46.7,63.9,46.2,35,27.8,33,46,71.7,0.85,39.3,17.1,25,37.1,33.3,32.1,40,19,26,73.1,Monmouth W 102-74 (2016-17),Non-Conference,lightgreen
2016-17,Northern Iowa,W,66,1.28,57.7,7.5,34.4,24.6,58.7,36.8,29.2,10,16,62.5,0.63,39.6,25.7,8.8,16.7,41.7,25,50,4,8,50,Northern Iowa W 85-42 (2016-17),Non-Conference,lightgreen
2016-17,Kentucky,L,79,1.27,59.9,11.4,29.4,42.4,53.1,52.9,25.8,21,28,75,1.31,60.8,12.7,37.5,28.4,53.6,55.6,24.3,13,21,61.9,Kentucky L 100-103 (2016-17),Non-Conference,lightpink
2016-17,Tennessee,W,71,1.02,41.1,14,46.8,32.9,48.2,11.8,23.3,13,24,54.2,1,54.6,22.4,26.9,27.8,61,23.1,24.1,12,15,80,Tennessee W 73-71 (2016-17),Non-Conference,lightgreen
2016-17,Davidson,W,78,1.06,45.9,19.2,35.9,55.7,35.1,41.7,39.3,27,34,79.4,0.95,47.5,21.8,21.6,35.6,53.3,27.6,49.2,18,21,85.7,Davidson W 83-74 (2016-17),Non-Conference,lightgreen
2016-17,Radford,W,77,1.23,59.2,16.8,41.7,44.6,55.6,45,30.8,18,29,62.1,0.65,35.5,24.6,17.8,16.1,35.1,24,40.3,6,10,60,Radford W 95-50 (2016-17),Non-Conference,lightgreen
2016-17,Indiana,L,72,0.94,44.3,16.8,30.9,36.1,45,28.6,34.4,13,22,59.1,1.06,55.8,22.3,25,51.9,54.8,38.1,40.4,18,27,66.7,Indiana L 67-76 (2016-17),Non-Conference,lightpink
2016-17,Wisconsin,W,67,1.06,51.8,17.9,24.1,21.1,55.6,25,21.1,12,12,100,0.83,45.5,16.4,11.4,18.2,39.4,36.4,40,6,10,60,Wisconsin W 71-56 (2016-17),Non-Conference,lightgreen
2016-17,Oklahoma State,W,78,1.37,64.1,20.6,55.2,45.3,61.7,47.1,26.6,25,29,86.2,0.96,40.3,18,40.4,31.9,40,27.3,30.6,17,23,73.9,Oklahoma State W 107-75 (2016-17),Non-Conference,lightgreen
2016-17,Chaminade,W,76,1.37,63.3,17.1,50,53.1,68.2,35,31.3,23,34,67.6,0.8,44.8,22.4,14.6,24.1,36.7,35.7,48.3,9,14,64.3,Chaminade W 104-61 (2016-17),Non-Conference,lightgreen
2016-17,Hawai'i,W,72,1.16,53.7,22.3,54.3,22.4,52.2,38.1,31.3,11,15,73.3,0.95,49.2,19.5,20.6,18.3,50,31.8,36.7,9,11,81.8,Hawai'i W 83-68 (2016-17),Non-Conference,lightgreen
2016-17,Long Beach State,W,76,1.22,57.5,17,40,58.3,60,33.3,25,24,35,68.6,0.88,40.9,18.3,27.9,28.8,45,23.1,39.4,13,19,68.4,Long Beach State W 93-67 (2016-17),Non-Conference,lightgreen
2016-17,Chattanooga,W,78,1.24,53.6,19.2,56.4,45.7,49.1,46.7,21.4,22,32,68.8,0.73,40.5,33.2,34.1,14.3,41.7,25.9,42.9,6,9,66.7,Chattanooga W 97-57 (2016-17),Non-Conference,lightgreen
2016-17,Tulane,W,76,1.25,55.8,17.1,46.1,36.2,51,45,29,18,25,72,0.99,43.1,15.8,33.3,26.4,31,40,41.7,13,19,68.4,Tulane W 95-75 (2016-17),Non-Conference,lightgreen
2015-16,Villanova,L,64,1.15,51.6,17.1,43.2,20.6,34.8,64.7,27,9,13,69.2,1.2,66.7,15.6,9.1,35.4,58.8,57.1,29.2,13,17,76.5,Villanova L 74-77 (2015-16),NCAA Tournament,lightpink
2015-16,Syracuse,W,66,1.25,56.9,18.1,51.6,16.9,64.6,23.5,26.2,9,11,81.8,1,47,15.1,37.2,19.7,46.3,32,37.9,4,13,30.8,Syracuse W 83-66 (2015-16),NCAA Tournament,lightgreen
2015-16,Notre Dame,W,57,1.54,65.4,10.5,56.5,46.1,71.8,30.8,25,20,24,83.3,1.3,64.3,12.3,20.8,28.6,58.1,50,36.7,11,14,78.6,Notre Dame W 88-74 (2015-16),NCAA Tournament,lightgreen
2015-16,Indiana,W,71,1.42,60.5,12.7,46.9,53.2,50,55,32.3,26,33,78.8,1.21,51.6,16.9,40.5,42.6,40,41.9,50.8,23,26,88.5,Indiana W 101-86 (2015-16),NCAA Tournament,lightgreen
2015-16,Providence,W,70,1.21,55.9,21.3,46.4,35.6,60,28.6,23.7,19,21,90.5,0.94,45.6,15.6,23.7,40.4,50,26.1,40.4,14,23,60.9,Providence W 85-66 (2015-16),NCAA Tournament,lightgreen
2015-16,Florida Gulf-Coast,W,70,1.19,47.3,10,39.1,26,46.2,33.3,28.8,14,19,73.7,0.96,44.8,20.1,39.5,41.4,48.9,18.2,19,15,24,62.5,Florida Gulf-Coast W 83-67 (2015-16),NCAA Tournament,lightgreen
2015-16,UVA,W,58,1.05,54.3,17.1,20,27.7,60,25,25.5,10,13,76.9,0.98,42.9,17.1,41,4.8,38.5,33.3,38.1,3,3,100,UVA W 61-57 (2015-16),ACC Tournament,lightgreen
2015-16,Notre Dame,W,69,1.14,47.8,14.6,44.2,27.5,44.4,40,21.7,12,19,63.2,0.69,35,24.8,18.9,34,32.3,26.3,38,12,17,70.6,Notre Dame W 78-47 (2015-16),ACC Tournament,lightgreen
2015-16,Pittsburgh,W,67,1.32,64.3,15,36.4,32.1,64.3,42.9,25,16,18,88.9,1.06,49.1,18,33.3,46.3,45.2,41.7,22.2,18,25,72,Pittsburgh W 88-71 (2015-16),ACC Tournament,lightgreen
2015-16,Duke,W,72,1.06,38.4,19.6,56.2,31.5,44,17.4,31.5,20,23,87,1.01,47,8.4,17.8,22.4,36.4,38.2,50.7,9,15,60,Duke W 76-72 (2015-16),League,lightgreen
2015-16,Syracuse,W,70,1.06,45.6,18.4,46.3,27.9,51.2,24,36.8,13,19,68.4,0.99,45.5,21.3,36.4,41.1,50,25,35.7,19,23,82.6,Syracuse W 75-70 (2015-16),League,lightgreen
2015-16,UVA,L,66,1.13,56.8,19.8,39.4,22,50,47.4,32.2,7,13,53.8,1.21,50,12.2,36.1,34.4,44.4,43.8,26.2,18,21,85.7,UVA L 74-79 (2015-16),League,lightpink
2015-16,NC State,W,66,1.21,50,12.1,47.2,22.1,52.8,26.7,22.1,12,15,80,1.03,41.5,15.1,39.5,26.1,41.9,27.3,33.8,14,17,82.4,NC State W 80-68 (2015-16),League,lightgreen
2015-16,Miami,W,68,1.41,60.4,13.2,55.9,18.1,57.7,45,27.8,9,13,69.2,1.04,47.5,16.1,34.1,44.1,47.5,31.6,32.2,15,26,57.7,Miami W 96-71 (2015-16),League,lightgreen
2015-16,Duke,L,69,1.06,43.6,14.5,43.9,21.4,50.9,7.7,18.6,12,15,80,1.08,46.9,10.2,28.2,24.6,43.5,36.8,29.2,13,16,81.3,Duke L 73-74 (2015-16),League,lightpink
2015-16,Pittsburgh,W,72,1.18,66.7,15.2,4.3,27.8,61.5,53.3,27.8,13,15,86.7,0.89,44,26.3,40.4,19.4,34.8,42.9,31.3,5,13,38.5,Pittsburgh W 85-64 (2015-16),League,lightgreen
2015-16,Boston College,W,66,1.03,56.7,19.7,22.2,23.1,61.1,31.2,30.8,9,12,75,0.99,49.1,21.2,24.2,27.8,43.3,37.5,44.4,12,15,80,Boston College W 68-65 (2015-16),League,lightgreen
2015-16,Notre Dame,L,67,1.14,50.9,19.6,42.9,35.6,44.7,50,20.3,16,21,76.2,1.2,37.1,3,43.5,57.6,40,18.8,24.2,31,38,81.6,Notre Dame L 76-80 (2015-16),League,lightpink
2015-16,Louisville,L,71,0.92,37.1,22.6,38.1,50,41.5,17.6,29.3,22,29,75.9,1,47.5,21.2,39.5,35,45.7,35.7,23.3,14,21,66.7,Louisville L 65-71 (2015-16),League,lightpink
2015-16,Boston College,W,76,1.18,58.2,14.6,33.3,32.8,60,35.3,25.4,11,22,50,0.82,53.9,30.4,12.9,15.4,52,37,51.9,6,8,75,Boston College W 89-62 (2015-16),League,lightgreen
2015-16,Virginia Tech,W,73,1.03,39.9,9.6,42.5,33.8,49,13,31.1,16,25,64,0.96,48,19.2,17.6,64,40,40,40,22,32,68.8,Virginia Tech W 75-70 (2015-16),League,lightgreen
2015-16,Wake Forest,W,80,1.03,40.4,12.4,36.7,46.6,45.5,16.7,24.7,24,34,70.6,0.85,41.8,23.6,34.8,29.9,51,11.1,26.9,12,20,60,Wake Forest W 83-68 (2015-16),League,lightgreen
2015-16,NC State,W,62,1.08,41.7,14.5,51.2,28.8,43.5,25,30.3,12,19,63.2,0.89,43.6,29.1,50,18.2,41.9,33.3,21.8,7,10,70,NC State W 67-55 (2015-16),League,lightgreen
2015-16,Syracuse,W,69,1.23,54.9,13.1,32.3,32.8,64.4,18.8,26.2,17,20,85,1.06,50,18.9,37.8,19.1,56.2,29,49.2,10,12,83.3,Syracuse W 84-73 (2015-16),League,lightgreen
2015-16,Florida State,W,88,1.2,54,18.1,45,42.1,54.2,35.3,22.4,24,32,75,1.02,48.5,15.9,25.6,50,37.5,50,29.4,24,34,70.6,Florida State W 106-90 (2015-16),League,lightgreen
2015-16,Georgia Tech,W,74,1.16,52.5,14.8,30,49.1,59.6,16.7,20.3,24,29,82.8,1.05,47.7,12.1,21.1,29.7,40.8,46.7,23.4,7,19,36.8,Georgia Tech W 86-68 (2015-16),League,lightgreen
2015-16,Clemson,W,68,1.19,53.9,17.8,45.5,21.9,52.9,38.5,20.3,11,14,78.6,1.02,46.2,19.3,32.4,49.1,41.2,36.8,35.8,20,26,76.9,Clemson W 80-69 (2015-16),League,lightgreen
2015-16,UNC-G,W,69,1.4,60,14.5,55.2,33.9,65.2,31.6,29.2,18,22,81.8,0.92,51.8,21.8,25,19.3,51.6,34.6,45.6,4,11,36.4,G W 96-63 (2015-16),Non-Conference,lightgreen
2015-16,Appalachian State,W,74,1.27,49.3,14.9,53.9,37.5,50.8,27.3,15.3,23,27,85.2,0.95,50.8,25.7,33.3,21.3,43.2,47.1,27.9,8,13,61.5,Appalachian State W 94-70 (2015-16),Non-Conference,lightgreen
2015-16,UCLA,W,73,1.22,55.1,11,36.1,27.5,64,21.1,27.5,13,19,68.4,1.04,52.4,23.4,41,28.6,45.7,47.1,27,10,18,55.6,UCLA W 89-76 (2015-16),Non-Conference,lightgreen
2015-16,Tulane,W,71,1.36,56.9,9.9,43.6,29.2,54.2,41.7,33.3,14,21,66.7,1.02,50.8,15.5,29.7,22.2,56.5,23.5,27,8,14,57.1,Tulane W 96-72 (2015-16),Non-Conference,lightgreen
2015-16,Texas,L,65,1.26,58,9.2,16.7,56,58.8,37.5,32,24,28,85.7,1.29,56.5,12.3,41,37.1,44.7,50,38.7,14,23,60.9,Texas L 82-84 (2015-16),Non-Conference,lightpink
2015-16,Davidson,W,82,1.2,56,18.4,38.5,22.7,57.7,34.8,30.7,14,17,82.4,0.8,40.3,17.1,15.9,19.4,41.7,25.8,46.3,11,13,84.6,Davidson W 98-65 (2015-16),Non-Conference,lightgreen
2015-16,Maryland,W,78,1.14,60.5,19.2,33.3,40.3,49,69.2,21,14,25,56,1.04,61,28.2,27.6,18.6,54.5,46.2,44.1,9,11,81.8,Maryland W 89-81 (2015-16),Non-Conference,lightgreen
2015-16,Kansas State,W,72,1.11,51.6,16.6,37.5,32.3,54.8,30,32.3,16,20,80,0.97,46.8,16.6,24.4,30.6,37,50,25.8,12,19,63.2,Kansas State W 80-70 (2015-16),Non-Conference,lightgreen
2015-16,Northwestern,W,67,1.19,50.8,13.4,40.6,30.6,55.3,29.2,38.7,17,19,89.5,1.03,51,17.9,18.8,36.5,40.6,45,38.5,16,19,84.2,Northwestern W 80-69 (2015-16),Non-Conference,lightgreen
2015-16,Northern Iowa,L,67,1.01,49.1,18,27.3,22.4,52.5,27.8,31,10,13,76.9,1.07,51.8,9,16.2,33.3,44.8,39.3,49.1,12,19,63.2,Northern Iowa L 67-71 (2015-16),Non-Conference,lightpink
2015-16,Wofford,W,71,1.1,52.4,17,35.5,30.6,58.5,11.1,14.5,13,19,68.4,0.82,48.2,21.2,13.9,8.8,42.4,37.5,42.1,3,5,60,Wofford W 78-58 (2015-16),Non-Conference,lightgreen
2015-16,Fairfield,W,77,1.2,56.1,13,36.8,48.5,58.1,34.8,34.8,18,32,56.3,0.85,43.1,24.8,32.6,23.1,43.3,28.6,53.8,9,15,60,Fairfield W 92-65 (2015-16),Non-Conference,lightgreen
2015-16,Temple,W,70,1.29,56,12.8,39.5,34.3,49.1,58.3,17.9,16,23,69.6,0.95,46,11.3,20.9,27.4,40.5,36,40.3,10,17,58.8,Temple W 91-67 (2015-16),Non-Conference,lightgreen
2014-15,Wisconsin,L,60,1.21,53.6,6.7,28.1,32.1,41.9,61.5,23.2,12,18,66.7,1.32,52.7,8.4,38.7,41.1,54.3,33.3,37.5,20,23,87,Wisconsin L 72-79 (2014-15),NCAA Tournament,lightpink
2014-15,Arkansas,W,78,1.12,48.3,20.6,47.2,61.7,46,40,16.7,29,37,78.4,1,43.1,27,44.4,41.5,40,32,38.5,22,27,81.5,Arkansas W 87-78 (2014-15),NCAA Tournament,lightgreen
2014-15,Harvard,W,60,1.12,60.2,28.4,46.1,26.5,52.4,71.4,14.3,8,13,61.5,1.09,42.7,11.7,34.3,36.4,38.1,38.5,23.6,18,20,90,Harvard W 67-65 (2014-15),NCAA Tournament,lightgreen
2014-15,Notre Dame,L,69,1.19,58.3,18.9,41.9,10.6,66.7,29.2,36.4,5,7,71.4,1.31,64.6,18.9,34.8,66.7,57.1,50,41.7,28,32,87.5,Notre Dame L 82-90 (2014-15),ACC Tournament,lightpink
2014-15,UVA,W,67,1.07,63.1,27,28,64.3,57.1,50,33.3,18,27,66.7,1.01,49,19.5,21.9,38.5,50,31.2,30.8,16,20,80,UVA W 71-67 (2014-15),ACC Tournament,lightgreen
2014-15,Louisville,W,70,1,46.6,17.2,30.3,28.8,41.7,45.5,18.6,15,17,88.2,0.86,38.1,18.6,34.9,31.8,43.9,18.2,34.9,12,20,60,Louisville W 70-60 (2014-15),ACC Tournament,lightgreen
2014-15,Boston College,W,67,1.21,53.1,11.9,38.2,24.6,50.9,41.7,18.5,12,16,75,0.94,43.4,10.4,11.8,41.5,43.8,28.6,39.6,17,22,77.3,Boston College W 81-63 (2014-15),ACC Tournament,lightgreen
2014-15,Duke,L,68,1.13,55.2,23.4,37.9,22.4,47.6,50,27.6,13,13,100,1.23,53.4,14.7,40,44.1,52.9,36,42.4,21,26,80.8,Duke L 77-84 (2014-15),League,lightpink
2014-15,Georgia Tech,W,69,1.17,57.8,15.9,33.3,17.2,60.9,33.3,28.1,7,11,63.6,0.71,33.6,26,36.4,32.8,42.9,6.2,27.6,10,19,52.6,Georgia Tech W 81-49 (2014-15),League,lightgreen
2014-15,Miami,W,71,1.04,50,21.3,33.3,36.8,45.7,45.5,19.3,16,21,76.2,0.91,48.2,18.4,16.2,26.8,54.5,26.1,41.1,10,15,66.7,Miami W 73-64 (2014-15),League,lightgreen
2014-15,NC State,L,60,0.76,37.3,19.9,28.2,16.4,37.2,25,21.8,5,9,55.6,0.96,41.2,14.9,32.5,28.1,35.1,35,35.1,11,16,68.8,NC State L 46-58 (2014-15),League,lightpink
2014-15,Georgia Tech,W,68,1.32,66.4,11.8,28,18,63.5,55.6,14.8,8,11,72.7,0.89,43.3,16.3,26.8,28.3,38.6,37.5,26.7,8,17,47.1,Georgia Tech W 89-60 (2014-15),League,lightgreen
2014-15,Duke,L,74,1.08,47,13.2,36.5,24.1,49.3,20,12,12,20,60,1.1,58.5,19.1,30.2,47.7,46.9,62.5,24.6,16,31,51.6,Duke L 90-92 (2014-15),League,lightpink
2014-15,Pittsburgh,L,62,1.23,52.5,6.5,36.4,39,56.8,26.7,25.4,14,23,60.9,1.43,71.9,8.1,24,22.8,69,53.3,26.3,7,13,53.8,Pittsburgh L 76-89 (2014-15),League,lightpink
2014-15,Boston College,W,67,1.17,57.8,20.8,42.9,52.9,60.9,20,9.8,20,27,74.1,1.01,49.1,16.3,21.9,33.9,60.6,21.7,41.1,13,19,68.4,Boston College W 79-68 (2014-15),League,lightgreen
2014-15,UVA,L,64,0.99,48.2,20.2,36.7,23.2,44.7,44.4,16.1,10,13,76.9,1.17,56.2,12.4,25.8,32.1,54.5,41.7,21.4,12,18,66.7,UVA L 64-75 (2014-15),League,lightpink
2014-15,Louisville,L,67,0.9,47.5,25.3,35.1,33.3,47.7,31.2,26.7,11,20,55,1.04,39.2,14.6,41.5,67.7,34.1,33.3,32.3,27,44,61.4,Louisville L 68-78 (2014-15),League,lightpink
2014-15,Syracuse,W,80,1.17,63.4,25.1,39.3,53.6,55,56.2,28.6,22,30,73.3,1.04,47.8,13.8,24.4,33.8,50,29.2,35.3,18,23,78.3,Syracuse W 93-83 (2014-15),League,lightgreen
2014-15,Florida State,W,67,1.16,50,7.4,33.3,46.7,51.9,25,13.3,18,28,64.3,1.1,50.8,14.9,31.4,27.9,50,34.8,37.7,12,17,70.6,Florida State W 78-74 (2014-15),League,lightgreen
2014-15,Wake Forest,W,73,1.19,62.9,16.4,25,37.9,65.3,33.3,15.5,14,22,63.6,0.97,45.8,19.1,30.9,43.3,47.2,29.2,40,16,26,61.5,Wake Forest W 87-71 (2014-15),League,lightgreen
2014-15,Virginia Tech,W,68,1,48.3,24.9,47.1,28.8,48.8,31.2,27.1,11,17,64.7,0.78,45.3,20.5,10.8,20.8,37.5,34.5,54.7,5,11,45.5,Virginia Tech W 68-53 (2014-15),League,lightgreen
2014-15,NC State,W,69,1.18,60.2,18.9,32.1,42.6,54.3,62.5,14.8,16,23,69.6,1.15,47.7,14.6,42.9,33.3,47.7,31.8,33.3,16,22,72.7,NC State W 81-79 (2014-15),League,lightgreen
2014-15,Louisville,W,67,1.08,47,18,44.7,16.4,43.6,41.7,17.9,9,11,81.8,1.06,52.5,16.5,28.1,18.6,55,31.6,32.2,9,11,81.8,Louisville W 72-71 (2014-15),League,lightgreen
2014-15,Notre Dame,L,62,1.13,40,11.3,51.2,38.5,40.8,25,24.6,18,25,72,1.15,56,12.9,21.4,38,48.1,43.5,46,15,19,78.9,Notre Dame L 70-71 (2014-15),League,lightpink
2014-15,Clemson,W,61,1.21,48.4,9.8,44.4,27,46,38.5,20.6,13,17,76.5,0.82,34,13.1,23.3,39.6,33.3,23.1,49.1,14,21,66.7,Clemson W 74-50 (2014-15),League,lightgreen
2014-15,William & Mary,W,71,1.21,57.4,16.9,36.4,37.7,56.1,40,32.8,16,23,69.6,0.9,44.3,18.3,17.9,45.3,50,25.9,50.9,17,24,70.8,William & Mary W 86-64 (2014-15),Non-Conference,lightgreen
2014-15,UAB,W,77,1.16,55.8,23.5,45.5,51.7,56.1,36.8,31.7,22,31,71,0.76,33,23.5,34.1,47.5,44.1,12,42.4,19,28,67.9,UAB W 89-58 (2014-15),Non-Conference,lightgreen
2014-15,Ohio State,W,77,1.06,46.9,19.4,40.9,50.8,50,23.1,20,21,33,63.6,0.96,41.7,13,28.6,25,34.9,34.5,40.3,14,18,77.8,Ohio State W 82-74 (2014-15),Non-Conference,lightgreen
2014-15,UNC-G,W,70,1.13,51.6,24.2,55.6,37.7,57.4,21.4,23,16,23,69.6,0.8,40.2,18.5,24.4,46.4,46.9,20.8,42.9,11,26,42.3,G W 79-56 (2014-15),Non-Conference,lightgreen
2014-15,Kentucky,L,67,1.05,50,28.5,58.1,20,44.7,46.2,21.7,10,12,83.3,1.26,63.5,22.5,45.8,64.6,60.6,46.7,31.2,23,31,74.2,Kentucky L 70-84 (2014-15),Non-Conference,lightpink
2014-15,East Carolina,W,77,1.41,60.7,10.4,48.4,29.3,64.7,14.3,9.3,17,22,77.3,0.83,36.2,13,26.5,27.5,43.2,16,36.2,14,19,73.7,East Carolina W 108-64 (2014-15),Non-Conference,lightgreen
2014-15,Iowa,L,62,0.89,30.9,16.2,49,25,33.3,17.4,33.8,13,17,76.5,0.97,35.5,19.4,43.6,43.6,42.9,15,36.4,21,24,87.5,Iowa L 55-60 (2014-15),Non-Conference,lightpink
2014-15,Florida,W,69,1.08,51,27.4,44.1,60.8,43.6,50,23.5,23,31,74.2,0.92,37.7,23.1,43.2,37.7,41.2,22.2,44.3,18,23,78.3,Florida W 75-64 (2014-15),Non-Conference,lightgreen
2014-15,UCLA,W,74,1.06,47.8,14.9,30.9,28.4,45.5,34.8,34.3,14,19,73.7,0.76,39.8,31.1,29,75,53.3,7.1,31.8,21,33,63.6,UCLA W 78-56 (2014-15),Non-Conference,lightgreen
2014-15,Butler,L,76,0.86,42.1,24.8,33.3,56.1,43.9,25,28.1,18,32,56.3,0.97,36.8,24.8,52.7,40.3,29.5,32.1,38.9,21,29,72.4,Butler L 66-74 (2014-15),Non-Conference,lightpink
2014-15,Davidson,W,73,1.23,52.2,12.3,41.9,40.6,51.9,35.3,24.6,18,28,64.3,0.98,41.2,13.7,34,17.6,36.8,30.6,48.6,11,13,84.6,Davidson W 90-72 (2014-15),Non-Conference,lightgreen
2014-15,Robert Morris,W,74,1.39,53.5,10.8,52.6,50.7,58.2,25,22.5,27,36,75,0.79,41,24.2,30.9,22.9,39,30,32.8,9,14,64.3,Robert Morris W 103-59 (2014-15),Non-Conference,lightgreen
2014-15,NC Central,W,73,1.04,45.9,19.2,45.7,49.2,50,18.2,18,20,30,66.7,0.82,36.6,19.2,25,51.8,33.3,29.4,30.4,19,29,65.5,NC Central W 76-60 (2014-15),Non-Conference,lightgreen
2013-14,Iowa State,L,78,1.06,52.9,15.4,31.6,21.4,50,40,28.6,9,15,60,1.09,53,17.9,29.7,31.8,42.5,46.2,39.4,15,21,71.4,Iowa State L 83-85 (2013-14),NCAA Tournament,lightpink
2013-14,Providence,W,65,1.22,49.3,13.9,55.3,18.3,51.8,26.7,21.1,9,13,69.2,1.19,56.6,15.5,32.1,39.6,64.9,25,30.2,17,21,81,Providence W 79-77 (2013-14),NCAA Tournament,lightgreen
2013-14,Pittsburgh,L,76,0.99,44.3,15.8,26.2,52.5,46.7,25,26.2,21,32,65.6,1.06,56.7,19.8,33.3,78.8,56.4,38.5,25,21,41,51.2,Pittsburgh L 75-80 (2013-14),ACC Tournament,lightpink
2013-14,Duke,L,68,1.19,64.4,19,25,36.5,65,41.7,23.1,14,19,73.7,1.36,57.9,19,53.3,54.4,61.8,34.8,40.4,27,31,87.1,Duke L 81-93 (2013-14),League,lightpink
2013-14,Notre Dame,W,64,0.98,49.1,15.6,31.4,40.7,52.4,25,22.2,10,22,45.5,0.95,53.9,20.3,20,23.1,57.6,31.6,36.5,5,12,41.7,Notre Dame W 63-61 (2013-14),League,lightgreen
2013-14,Virginia Tech,W,60,1,46.4,11.7,28.9,32.7,47.4,29.4,30.9,9,18,50,0.94,43.3,20.1,24.1,46.7,42.9,29.2,53.3,17,21,81,Virginia Tech W 60-56 (2013-14),League,lightgreen
2013-14,NC State,W,65,1.17,50.8,16.5,46.3,47,45.1,46.7,22.7,18,31,58.1,1.16,52.4,13.8,37.5,50,55,31.8,35.5,19,31,61.3,NC State W 85-84 (2013-14),League,lightgreen
2013-14,Wake Forest,W,73,1.45,66.4,13.8,41.4,47.5,52.2,73.3,24.6,24,29,82.8,0.99,54.5,19.3,23.3,40,48.8,50,21.8,12,22,54.5,Wake Forest W 105-72 (2013-14),League,lightgreen
2013-14,Duke,W,69,1.08,49.1,18.9,44.1,56.4,52.2,22.2,16.4,20,31,64.5,0.96,46.8,17.5,28.2,19.1,53.7,22.7,34.9,7,12,58.3,Duke W 74-66 (2013-14),League,lightgreen
2013-14,Florida State,W,69,1.18,53.9,13.1,38.9,31.2,58.8,23.1,20.3,12,20,60,1.09,47.4,11.6,26.3,48.3,44.4,38.5,22.4,20,28,71.4,Florida State W 81-75 (2013-14),League,lightgreen
2013-14,Pittsburgh,W,71,1.06,49.2,18.3,41,41,44.7,42.9,23,15,25,60,1,43.8,19.8,41.5,35.9,44.9,26.7,23.4,15,23,65.2,Pittsburgh W 75-71 (2013-14),League,lightgreen
2013-14,Notre Dame,W,67,1.09,46.7,16.4,40.5,34.4,48,27.3,18,16,21,76.2,0.93,50.9,25.4,31.2,18.2,55.9,28.6,38.2,6,10,60,Notre Dame W 73-62 (2013-14),League,lightgreen
2013-14,Maryland,W,73,1.03,54.9,19.3,31.4,72.5,52.8,40,29.4,19,37,51.4,0.87,44.6,22.1,21.6,35.7,48.5,26.1,41.1,13,20,65,Maryland W 75-63 (2013-14),League,lightgreen
2013-14,NC State,W,77,1.09,42.8,16.9,47.8,47.8,43.9,25,17.4,25,33,75.8,0.91,42.4,15.6,28.6,39.4,44.6,20,15.2,14,26,53.8,NC State W 84-70 (2013-14),League,lightgreen
2013-14,Georgia Tech,W,69,1.13,48.4,8.7,32.5,36.5,46,38.5,20.6,17,23,73.9,0.94,45.5,14.5,15.8,47.3,50,23.5,30.9,15,26,57.7,Georgia Tech W 78-65 (2013-14),League,lightgreen
2013-14,Clemson,W,61,1.31,62.5,19.7,48.3,33.9,60.5,44.4,32.1,10,19,52.6,1,39.6,16.4,41,47.2,31.6,40,28.3,19,25,76,Clemson W 80-61 (2013-14),League,lightgreen
