season,opponent,result,pace,ppp,efg,to,or,ft,pmp,tmp,tmpa,fpa,fpt,tft,oppp,oefg,oto,oor,oft,opmp,otmp,otmpa,ofpa,ofpt,otft,label,type,blind
2013-14,UVA,L,62,0.98,44.4,17.7,41.5,19.1,45.8,26.7,23.8,5,12,41.7,1.22,55.6,12.8,38.9,53.7,52.9,40,37,16,29,55.2,UVA L 61-76 (2013-14),League,lightpink
2013-14,Boston College,W,70,1.17,56.4,17.1,29,54.5,58.1,33.3,21.8,20,30,66.7,1.01,55.2,25.6,33.3,54.2,40,47.8,47.9,18,26,69.2,Boston College W 82-71 (2013-14),League,lightgreen
2013-14,Syracuse,L,60,0.75,41.2,23.4,29.4,17.6,46.2,16.7,23.5,3,9,33.3,0.96,38.3,16.8,40.5,25,41.5,21.1,31.7,11,15,73.3,Syracuse L 45-57 (2013-14),League,lightpink
2013-14,Miami,L,66,0.87,34.6,16.7,40.8,30.8,34.1,23.8,32.3,12,20,60,0.96,47,19.7,29,52,48.5,29.4,34,16,26,61.5,Miami L 57-63 (2013-14),League,lightpink
2013-14,Wake Forest,L,74,0.91,40,23,48,14.7,45,13.3,20,7,11,63.6,0.99,50,17.6,21.6,61.1,57.1,16.7,22.2,19,33,57.6,Wake Forest L 67-73 (2013-14),League,lightpink
2013-14,UNC-Wilmington,W,69,1.22,54.6,23.1,57.6,26.1,55.4,33.3,13.8,13,17,76.5,0.74,33.6,24.6,37.2,21.3,36.4,17.6,27.9,10,13,76.9,Wilmington W 84-51 (2013-14),Non-Conference,lightgreen
2013-14,NKU,W,72,1.05,52.9,19.5,26.7,60.8,48.6,42.9,27.5,21,31,67.7,0.84,37.1,11.2,22.7,24.2,39.5,21.7,34.8,11,16,68.8,NKU W 75-60 (2013-14),Non-Conference,lightgreen
2013-14,Davidson,W,78,1.1,50.8,17.1,35.3,75.8,48.2,50,9.7,24,47,51.1,0.97,52.2,25,30.2,35.3,48.9,39.1,33.8,14,24,58.3,Davidson W 87-85 (2013-14),Non-Conference,lightgreen
2013-14,Texas,L,80,1.04,45.4,10,32.6,72.3,34.8,47.4,29.2,24,47,51.1,1.08,45.8,15,42.5,45.8,41.2,38.1,29.2,20,33,60.6,Texas L 83-86 (2013-14),Non-Conference,lightpink
2013-14,Kentucky,W,74,1.1,50,12.1,30.8,80.4,51,28.6,12.5,26,45,57.8,1.04,44.4,22.9,46,79.6,42.9,33.3,22.2,29,43,67.4,Kentucky W 82-77 (2013-14),Non-Conference,lightgreen
2013-14,UNC-G,W,68,1.2,49.2,19.2,54.8,39.4,51.7,16.7,9.1,16,26,61.5,0.74,43.9,31,28.1,26.5,48.6,21.4,28.6,7,13,53.8,G W 81-50 (2013-14),Non-Conference,lightgreen
2013-14,Michigan State,W,74,1.07,46.1,17.5,39,41.5,50,18.2,16.9,19,27,70.4,0.88,41.4,18.9,28.3,28.1,40,29.2,37.5,12,18,66.7,Michigan State W 79-65 (2013-14),Non-Conference,lightgreen
2013-14,UAB,L,66,0.89,43.6,13.6,26.2,17.5,51,8.3,19,4,11,36.4,0.95,33.1,18.1,44.7,45.2,32,25,19.4,22,28,78.6,UAB L 59-63 (2013-14),Non-Conference,lightpink
2013-14,Louisville,W,78,1.19,56.8,18,38.7,64.4,54.7,50,10.2,26,38,68.4,1.08,47,18,36.4,37.3,41.7,35.5,46.3,21,25,84,Louisville W 93-84 (2013-14),Non-Conference,lightgreen
2013-14,Richmond,W,72,1.14,51.9,19.4,36.1,68.5,46.3,50,22.6,26,36,72.2,1,52,23.6,25.8,59.2,55.6,31.8,44.9,21,29,72.4,Richmond W 82-72 (2013-14),Non-Conference,lightgreen
2013-14,Belmont,L,73,1.1,50,17.9,48.8,82.8,51,28.6,12.1,22,48,45.8,1.14,59.4,22,23.3,41.5,56.2,40.5,69.8,20,22,90.9,Belmont L 80-83 (2013-14),Non-Conference,lightpink
2013-14,Holy Cross,W,70,0.88,40.8,12.8,21.1,30,40,30,16.7,13,18,72.2,0.77,34.3,22.7,20.5,51,34.5,22.7,43.1,19,26,73.1,Holy Cross W 62-54 (2013-14),Non-Conference,lightgreen
2013-14,Oakland,W,72,1.17,64.5,25,38.5,36.4,66.7,38.5,23.6,13,20,65,0.85,43.6,19.4,16.2,32.7,40,32,45.5,13,18,72.2,Oakland W 84-61 (2013-14),Non-Conference,lightgreen
2012-13,Kansas,L,72,0.8,34.2,15.2,31.4,13.7,30.8,28.6,28.8,8,10,80,0.97,48.2,30.4,42.9,38.2,46.3,35.7,25.5,17,21,81,Kansas L 58-70 (2012-13),NCAA Tournament,lightpink
2012-13,Villanova,W,72,1.09,60.2,23.6,21.4,55.1,46.4,52.4,42.9,19,27,70.4,0.99,47.5,22.2,40.5,31.1,57.5,19,34.4,13,19,68.4,Villanova W 78-71 (2012-13),NCAA Tournament,lightgreen
2012-13,Miami,L,64,1.2,55.8,14,29.4,18.3,45.2,44.8,48.3,10,11,90.9,1.35,61,12.4,40,33.9,48.6,54.5,37.3,15,20,75,Miami L 77-87 (2012-13),ACC Tournament,lightpink
2012-13,Maryland,W,71,1.12,50,9.9,25,42.6,50,33.3,34.4,18,26,69.2,1.07,47.5,14.1,32.5,42.6,42.5,38.1,34.4,18,26,69.2,Maryland W 79-76 (2012-13),ACC Tournament,lightgreen
2012-13,Florida State,W,66,1.26,57.1,10.6,36.4,19.1,51.2,45.5,34.9,11,12,91.7,0.94,48,27.2,30,35.3,51.3,25,23.5,13,18,72.2,Florida State W 83-62 (2012-13),ACC Tournament,lightgreen
2012-13,Duke,L,61,0.87,34.7,18.1,43.9,21,41.7,7.1,22.6,10,13,76.9,1.13,60.2,24.6,40.9,24.5,64.7,33.3,30.6,10,12,83.3,Duke L 53-69 (2012-13),League,lightpink
2012-13,Maryland,W,70,1.13,54.5,17.2,32.3,43.6,48.4,41.7,43.6,19,24,79.2,0.98,45.2,20.1,36.1,23.8,60,13,36.5,11,15,73.3,Maryland W 79-68 (2012-13),League,lightgreen
2012-13,Florida State,W,67,1.18,63.4,16.5,26.9,17.9,53.7,60,26.8,8,10,80,0.87,40.3,22.5,33.3,12.9,43.2,22.2,29,8,8,100,Florida State W 79-58 (2012-13),League,lightgreen
2012-13,Clemson,W,64,1.07,54.5,14.1,24.2,27.3,54.5,36.4,40,8,15,53.3,0.93,43.1,23.6,38.9,19,46.3,23.5,29.3,9,11,81.8,Clemson W 68-59 (2012-13),League,lightgreen
2012-13,NC State,W,71,1.07,50.8,14.1,25.6,25,44.2,42.9,32.8,11,16,68.8,0.92,48.4,24,36.8,21.3,48.9,31.2,26.2,6,13,46.2,NC State W 76-65 (2012-13),League,lightgreen
2012-13,Georgia Tech,W,71,0.98,42.4,12.7,26.2,25.8,41.3,30,30.3,14,17,82.4,0.82,46.5,26.7,30.8,19,40.5,38.1,36.2,4,11,36.4,Georgia Tech W 70-58 (2012-13),League,lightgreen
2012-13,UVA,W,69,1.34,60.2,10.1,34.4,50.9,51.6,46.4,47.5,22,30,73.3,1.17,69.8,20.2,12,20.8,59.4,57.1,39.6,7,11,63.6,UVA W 93-81 (2012-13),League,lightgreen
2012-13,Duke,L,70,0.97,41.7,18.5,42.5,34.9,41.7,27.8,27.3,13,23,56.5,1.04,50,24.2,40,35.7,47.5,37.5,28.6,17,20,85,Duke L 68-73 (2012-13),League,lightpink
2012-13,Miami,L,67,0.91,43.1,16.4,27.5,9.2,42.2,30,30.8,5,6,83.3,1.29,67.5,19.3,33.3,21.1,51.6,57.7,45.6,10,12,83.3,Miami L 61-87 (2012-13),League,lightpink
2012-13,Wake Forest,W,78,1.11,58.9,17.8,25,40.3,48.9,60,24.2,14,25,56,0.79,45.5,26.8,17.1,30.9,59.5,11.1,32.7,12,17,70.6,Wake Forest W 87-62 (2012-13),League,lightgreen
2012-13,Virginia Tech,W,62,1.02,41.4,17.1,44.2,42.2,47.5,20.8,37.5,19,27,70.4,0.85,41.9,19.9,26.3,16.1,40.8,30.8,21,8,10,80,Virginia Tech W 72-60 (2012-13),League,lightgreen
2012-13,Boston College,W,67,1.22,54,13.4,40.6,32.3,46.9,53.8,21,15,20,75,1.04,50.9,14.9,22.6,30.4,50,35,35.7,13,17,76.5,Boston College W 82-70 (2012-13),League,lightgreen
2012-13,NC State,L,80,1.03,52.1,17.4,23.1,14.1,51,36.4,31,9,10,90,1.13,54.6,19.9,34.3,35.4,48.1,53.8,20,20,23,87,NC State L 83-91 (2012-13),League,lightpink
2012-13,Georgia Tech,W,81,0.98,47.1,17.4,28.3,31.4,45.3,35.3,24.3,13,22,59.1,0.78,38.7,23.6,34.7,8,38.3,26.7,20,5,6,83.3,Georgia Tech W 79-63 (2012-13),League,lightgreen
2012-13,Maryland,W,71,0.88,39.2,17,32.6,27.7,37.5,29.4,26.2,11,18,61.1,0.74,40.6,29.8,29.4,26.4,48.8,8.3,22.6,9,14,64.3,Maryland W 62-52 (2012-13),League,lightgreen
2012-13,Florida State,W,62,1.24,55,22.5,59.4,26.7,52.5,40,33.3,11,16,68.8,1.16,59,16,21.4,34,46.4,50,44,13,17,76.5,Florida State W 77-72 (2012-13),League,lightgreen
2012-13,Miami,L,63,0.94,45,17.5,31.6,13.3,40,40,25,5,8,62.5,1.08,55.7,19.1,27.6,24.5,59.3,34.6,49.1,9,13,69.2,Miami L 59-68 (2012-13),League,lightpink
2012-13,UVA,L,63,0.82,42.2,18.9,22.9,33.3,41.2,29.4,33.3,9,17,52.9,0.96,53.1,17.4,15.6,36.7,40,57.1,28.6,9,18,50,UVA L 52-61 (2012-13),League,lightpink
2012-13,UNLV,W,72,1.1,53.6,16.7,31.4,60,55.6,30,18.2,20,33,60.6,1.02,52.5,23.7,38.9,35.6,45.2,47.1,28.8,11,21,52.4,UNLV W 79-73 (2012-13),Non-Conference,lightgreen
2012-13,McNeese State,W,76,1.27,56.1,18.4,51.2,29.7,47.8,46.4,37.8,14,22,63.6,0.83,37.7,13.1,31.4,26,41.1,17.6,23.3,8,19,42.1,McNeese State W 97-63 (2012-13),Non-Conference,lightgreen
2012-13,Texas,L,81,0.83,33.6,22.3,41.7,47.8,37.5,15.8,28.4,22,32,68.8,1.05,44.6,16.1,40,35.1,42.1,35.3,23,19,26,73.1,Texas L 67-85 (2012-13),Non-Conference,lightpink
2012-13,East Carolina,W,80,1.16,55.2,15,27.8,35.8,52.8,42.9,20.9,19,24,79.2,1.09,49.2,12.5,25,40.3,45,37,40.3,21,27,77.8,East Carolina W 93-87 (2012-13),Non-Conference,lightgreen
2012-13,East Tenn. St.,W,78,1,50,17.9,30.2,9.6,47.6,35.5,42.5,5,7,71.4,0.71,39.5,28.2,25.6,19.4,36.8,29.2,38.7,6,12,50,East Tenn. St. W 78-55 (2012-13),Non-Conference,lightgreen
2012-13,UAB,W,88,1.16,60,22.8,36.4,30,57.4,43.5,32.9,18,21,85.7,0.96,50,20.6,28.6,14.5,40.8,44.4,35.5,8,11,72.7,UAB W 102-84 (2012-13),Non-Conference,lightgreen
2012-13,Indiana,L,74,0.8,38.4,16.2,29.2,20.3,41,12.5,11.6,6,14,42.9,1.12,50,13.5,34.9,16.2,46.3,40,27,9,12,75,Indiana L 59-83 (2012-13),Non-Conference,lightpink
2012-13,Chaminade,W,74,1.52,71.7,12.2,45.2,30.4,71.4,48.1,39.1,13,21,61.9,0.95,48.5,25.7,35.7,15.4,38.7,38.2,52.3,7,10,70,Chaminade W 112-70 (2012-13),Non-Conference,lightgreen
2012-13,Butler,L,72,0.98,48.4,20.8,27,19.1,48.8,31.8,34.9,10,12,83.3,1.13,58.5,24.9,38.7,47.2,46.4,48,47.2,20,25,80,Butler L 71-82 (2012-13),Non-Conference,lightpink
2012-13,Mississippi State,W,75,1.26,57,16,39.5,11.5,47.8,46.9,41,6,9,66.7,0.65,30,27.9,36.2,31.7,34.9,11.8,28.3,13,19,68.4,Mississippi State W 95-49 (2012-13),Non-Conference,lightgreen
2012-13,Long Beach State,W,73,1.06,46.7,17.7,46,14.7,40.8,38.5,34.7,8,11,72.7,0.86,39.9,19.1,27.3,17.4,45.5,20,36.2,8,12,66.7,Long Beach State W 78-63 (2012-13),Non-Conference,lightgreen
2012-13,Florida Atlantic,W,76,1.05,47.9,22.4,51.1,38,44.6,40,21.1,12,27,44.4,0.74,35.2,22.4,28.9,34.4,25,31,47.5,13,21,61.9,Florida Atlantic W 70-56 (2012-13),Non-Conference,lightgreen
2012-13,Gardner Webb,W,75,1.01,47.2,23.9,48.9,26.8,54.2,8.3,16.9,9,19,47.4,0.78,45.5,29.2,25.7,25.4,48.5,27.3,40,9,14,64.3,Gardner Webb W 76-59 (2012-13),Non-Conference,lightgreen
2011-12,Kansas,L,72,0.93,45.3,14,21.1,18.8,55.3,11.8,26.6,9,12,75,1.12,49.2,11.2,28.9,38.1,51,28.6,22.2,18,24,75,Kansas L 67-80 (2011-12),NCAA Tournament,lightpink
2011-12,Ohio,W,71,0.91,45.4,30.1,48.9,36.9,44.2,31.8,33.8,14,24,58.3,0.82,40.9,16.3,14.6,11.3,28.2,37.5,45.1,7,8,87.5,Ohio W 73-65 (2011-12),NCAA Tournament,lightgreen
2011-12,Creighton,W,73,1.19,56.9,12.3,29.7,29.2,51,50,24.6,13,19,68.4,1,47.1,12.3,21.4,17.6,41.7,40,29.4,9,12,75,Creighton W 87-73 (2011-12),NCAA Tournament,lightgreen
2011-12,Vermont,W,72,1.07,45.4,15.4,36.6,36.9,46.8,27.8,27.7,18,24,75,0.81,42.1,27.9,42.1,12.7,48.9,16.7,28.6,5,8,62.5,Vermont W 77-58 (2011-12),NCAA Tournament,lightgreen
2011-12,Florida State,L,70,1.16,43,10,44.2,33.8,45.1,25,28.2,21,24,87.5,1.21,68.8,21.3,23.1,19.6,64.7,50,39.3,8,11,72.7,Florida State L 82-85 (2011-12),ACC Tournament,lightpink
2011-12,NC State,W,74,0.93,49.1,20.3,19.4,40.7,55.9,25,37,16,22,72.7,0.91,47.4,21.6,22.2,31,48.9,27.3,19,12,18,66.7,NC State W 69-67 (2011-12),ACC Tournament,lightgreen
2011-12,Maryland,W,73,1.16,56.6,13.7,32.4,42.6,52.2,46.7,24.6,16,26,61.5,0.94,45.2,17.8,26.8,33.9,42.1,33.3,38.7,13,21,61.9,Maryland W 85-69 (2011-12),ACC Tournament,lightgreen
2011-12,Duke,W,70,1.26,57.6,17.1,43.8,22.7,60.4,30.8,19.7,12,15,80,0.99,46,8.6,24.4,33.3,47.6,28.6,33.3,12,21,57.1,Duke W 88-70 (2011-12),League,lightgreen
2011-12,Maryland,W,76,1.15,43,9.2,38.6,46.5,44.2,26.3,26.8,27,33,81.8,0.84,40.5,22.3,35.9,33.3,41.9,25,31.7,13,21,61.9,Maryland W 88-64 (2011-12),League,lightgreen
2011-12,UVA,W,61,0.88,35.3,17.9,33.3,45.1,40.5,14.3,27.5,18,23,78.3,0.83,40,6.5,12.2,10,40.5,26.1,38.3,3,6,50,UVA W 54-51 (2011-12),League,lightgreen
2011-12,NC State,W,67,1.29,59.6,13.5,33.3,42.1,50,52.6,33.3,18,24,75,1.11,43.6,6,38.3,32.9,45.6,23.1,18.6,13,23,56.5,NC State W 86-74 (2011-12),League,lightgreen
2011-12,Clemson,W,67,1.1,54,18,34.4,12.7,51,42.9,22.2,6,8,75,0.78,43.8,22.5,15.2,33.3,38.7,35.3,35.4,10,16,62.5,Clemson W 74-52 (2011-12),League,lightgreen
2011-12,Miami,W,63,1.15,41.9,12.6,52.2,33.8,42,27.8,26.5,16,23,69.6,1.01,45.3,22.1,45,12.5,41.5,34.8,35.9,6,8,75,Miami W 73-64 (2011-12),League,lightgreen
2011-12,UVA,W,66,1.06,36,12.2,48.9,39.7,39.7,10,14.7,21,27,77.8,0.79,39.1,18.3,21.6,23.6,43.6,18.8,29.1,9,13,69.2,UVA W 70-52 (2011-12),League,lightgreen
2011-12,Duke,L,72,1.16,50,12.5,39.5,47.6,52.6,16.7,9.5,21,30,70,1.18,54.8,13.9,30.8,41.9,50,38.9,58.1,17,26,65.4,Duke L 84-85 (2011-12),League,lightpink
2011-12,Maryland,W,76,1.1,47.1,18.5,42.2,37.1,44.3,44.4,12.9,17,26,65.4,0.97,44.3,17.2,32.5,44.3,47.7,23.5,27.9,20,27,74.1,Maryland W 83-74 (2011-12),League,lightgreen
2011-12,Wake Forest,W,67,1.01,33.8,8.9,42.3,36.6,34.6,21.1,26.8,20,26,76.9,0.78,31.5,16.3,23.3,48.1,38.9,11.1,33.3,19,26,73.1,Wake Forest W 68-53 (2011-12),League,lightgreen
2011-12,Georgia Tech,W,75,1.24,62.3,13.4,34.5,41,51.1,62.5,26.2,17,25,68,1.09,52.2,20.1,32.4,16.2,45.8,45,29.4,10,11,90.9,Georgia Tech W 93-81 (2011-12),League,lightgreen
2011-12,NC State,W,71,1.03,52.3,21.1,42.9,20.3,54.2,31.2,25,7,13,53.8,0.77,44.7,23.9,15.4,15.8,32.4,45,35.1,4,9,44.4,NC State W 74-55 (2011-12),League,lightgreen
2011-12,Virginia Tech,W,69,1.18,48.5,20.2,52.8,31.8,50,28.6,21.2,18,21,85.7,0.97,46.3,11.5,25.6,8.8,32.4,41.9,45.6,5,6,83.3,Virginia Tech W 82-68 (2011-12),League,lightgreen
2011-12,Florida State,L,76,0.75,40.7,29,33.3,33.9,47.4,19,35.6,9,20,45,1.18,58.1,22.4,41.7,38.7,51.4,44.4,43.5,18,24,75,Florida State L 57-90 (2011-12),League,lightpink
2011-12,Miami,W,72,1.01,46.4,16.7,40,20.3,54.7,12.5,23.2,9,14,64.3,0.78,44.5,23.7,14.7,18.2,51.3,18.8,29.1,7,10,70,Miami W 73-56 (2011-12),League,lightgreen
2011-12,Boston College,W,75,1.11,50.8,14.7,33.3,31.8,50,35.7,21.2,16,21,76.2,0.8,50,26.8,18.9,15.8,50,33.3,47.4,3,9,33.3,Boston College W 83-60 (2011-12),League,lightgreen
2011-12,Monmouth,W,80,1.27,60.3,16.2,40.5,48.5,61.7,38.1,30.9,20,33,60.6,0.81,45.5,15,9.1,11.9,35,40.7,40.3,4,8,50,Monmouth W 102-65 (2011-12),Non-Conference,lightgreen
2011-12,Elon,W,84,1.19,50,14.3,48.5,30.1,49.3,35.7,16.9,17,25,68,0.74,37.8,16.7,19.8,6.4,38,25,35.9,3,5,60,Elon W 100-62 (2011-12),Non-Conference,lightgreen
2011-12,Texas,W,69,1.18,46.8,18.8,56.4,49.2,44.6,42.9,11.1,23,31,74.2,0.91,41.3,18.8,38.6,13,34.1,36,36.2,6,9,66.7,Texas W 82-63 (2011-12),Non-Conference,lightgreen
2011-12,Nicholls State,W,86,1.15,45.9,15.1,55.8,48.2,50,21.1,22.4,21,41,51.2,0.57,32.9,26.8,19.8,8.6,41.7,9.1,31.4,3,6,50,Nicholls State W 99-49 (2011-12),Non-Conference,lightgreen
2011-12,Appalachian State,W,74,1.3,56.1,9.4,41.5,50,60.7,20,15.2,23,33,69.7,1.11,49.3,13.5,33.8,25,41.7,45,29.4,15,17,88.2,Appalachian State W 97-82 (2011-12),Non-Conference,lightgreen
2011-12,Long Beach State,W,78,1.08,55.9,18,24.2,14.7,55.8,37.5,23.5,8,10,80,1,52.1,19.3,32,11.4,53.1,33.3,30,5,8,62.5,Long Beach State W 84-78 (2011-12),Non-Conference,lightgreen
2011-12,Evansville,W,79,1.22,53.8,16.4,50.6,65.2,53.2,36.8,28.8,26,43,60.5,0.61,30.3,22.8,18.2,16.7,28.2,22.2,40.9,8,11,72.7,Evansville W 97-48 (2011-12),Non-Conference,lightgreen
2011-12,Kentucky,L,65,1.1,50.8,19.9,38.7,23.3,33.3,61.1,30,11,14,78.6,1.11,47.6,13.8,41.1,28.6,52.2,23.5,27,13,18,72.2,Kentucky L 72-73 (2011-12),Non-Conference,lightpink
2011-12,Wisconsin,W,61,0.98,45.6,23.1,33.9,53.3,44.4,33.3,20,19,24,79.2,0.94,42.2,6.6,24.4,9.4,41.7,28.6,43.8,3,6,50,Wisconsin W 60-57 (2011-12),Non-Conference,lightgreen
2011-12,UNLV,L,80,1,45.5,12.5,22.7,50,42.1,44.4,13.6,20,33,60.6,1.12,52.8,16.2,32.6,25.4,46.2,40.6,45.1,15,18,83.3,UNLV L 80-90 (2011-12),Non-Conference,lightpink
2011-12,South Carolina,W,75,1.16,52.2,13.4,32.2,44.8,45.1,50,23.9,17,30,56.7,0.83,50,33.5,39.1,21.8,43.8,39.1,41.8,7,12,58.3,South Carolina W 87-62 (2011-12),Non-Conference,lightgreen
2011-12,Tennessee State,W,74,1.36,70.5,14.8,36.7,24.2,62.5,61.1,27.3,9,16,56.3,0.93,47.2,16.1,23.8,7,42.5,35.5,43.7,2,5,40,Tennessee State W 102-69 (2011-12),Non-Conference,lightgreen
2011-12,Mississippi Valley St.,W,88,1.15,48.9,17.1,54.1,35.6,51.5,26.3,21.8,16,31,51.6,0.86,43.4,23.9,30.1,14.5,42.9,29.6,35.5,9,11,81.8,Mississippi Valley St. W 101-75 (2011-12),Non-Conference,lightgreen
2011-12,Asheville,W,77,1.18,61.1,22,32.7,64.8,63.8,28.6,13,25,35,71.4,0.97,46,12.9,21,38.1,48.6,28.6,44.4,17,24,70.8,Asheville W 91-75 (2011-12),Non-Conference,lightgreen
2011-12,Michigan State,W,70,0.96,51,20.1,22.1,45.1,51.3,33.3,23.5,15,23,65.2,0.79,31.9,21.6,45.9,18.1,38.5,10,27.8,9,13,69.2,Michigan State W 67-55 (2011-12),Non-Conference,lightgreen
2010-11,Kentucky,L,70,0.99,46,18.7,31.5,24.2,52.2,18.8,25.8,12,15,80,1.09,58.9,20.1,26.9,28.6,44.1,54.5,39.3,10,16,62.5,Kentucky L 69-76 (2010-11),NCAA Tournament,lightpink
2010-11,Marquette,W,71,1.14,45.3,9.8,46.7,28.4,44.8,31.2,21.6,14,21,66.7,0.88,38.1,25.3,40,31.8,44.7,12.5,25.4,15,20,75,Marquette W 81-63 (2010-11),NCAA Tournament,lightgreen
2010-11,Washington,W,73,1.18,51.5,12.3,35,34.9,46.3,50,18.2,18,23,78.3,1.14,52.8,17.8,37.8,9.7,43.4,52.6,26.4,7,7,100,Washington W 86-83 (2010-11),NCAA Tournament,lightgreen
2010-11,LIU,W,94,1.08,53,19.1,34.7,62.7,62,17.6,25.4,31,42,73.8,0.92,41.2,14.9,26.1,29.4,42.6,25.8,36.5,17,25,68,LIU W 102-87 (2010-11),NCAA Tournament,lightgreen
2010-11,Duke,L,69,0.84,35.5,23.1,39.3,33.9,35.2,25,12.9,14,21,66.7,1.08,57.8,17.3,25.4,25.9,52.6,45,34.5,8,15,53.3,Duke L 58-75 (2010-11),ACC Tournament,lightpink
2010-11,Clemson,W,68,1.2,54.8,19.6,43.7,54.8,47.8,50,25.8,24,34,70.6,1.14,59.1,22.2,39,24.2,50,50,36.4,9,16,56.3,Clemson W 92-87 (2010-11),ACC Tournament,lightgreen
2010-11,Miami,W,64,0.95,54,31.1,39,20,41.4,47.6,42,7,10,70,0.92,44.2,21.8,32.1,15,38.2,34.6,43.3,6,9,66.7,Miami W 61-59 (2010-11),ACC Tournament,lightgreen
2010-11,Duke,W,71,1.14,55.6,14.1,31.9,33.3,53.7,44.4,14.3,11,21,52.4,0.94,40.3,12.7,27.1,35.5,45.7,22.2,43.5,17,22,77.3,Duke W 81-67 (2010-11),League,lightgreen
2010-11,Florida State,W,67,1.07,52.7,22.3,36.7,32.7,46.5,50,21.8,14,18,77.8,1.04,52.5,14.8,24.3,21.7,50,41.7,20,7,13,53.8,Florida State W 72-70 (2010-11),League,lightgreen
2010-11,Maryland,W,80,1.08,43.8,13.7,41.8,27.5,44.1,28.6,26.3,17,22,77.3,0.94,42.5,16.1,33.7,24.7,45.9,16.7,16.4,14,18,77.8,Maryland W 87-76 (2010-11),League,lightgreen
2010-11,NC State,W,68,1.11,46.2,16.2,45.5,27.3,46,31.2,24.2,14,18,77.8,0.93,45.4,14.7,28.9,15.4,49,21.4,21.5,4,10,40,NC State W 75-63 (2010-11),League,lightgreen
2010-11,Boston College,W,58,0.83,38.6,22.5,45.8,14,41.3,18.2,19.3,4,8,50,0.8,33.6,17.3,27.6,26.9,28,25.9,51.9,11,14,78.6,Boston College W 48-46 (2010-11),League,lightgreen
2010-11,Wake Forest,W,70,1.12,40.1,11.5,46.1,39.4,47.7,18.5,38,21,28,75,0.92,44.3,18.6,26.6,16.4,36.6,40,32.8,10,10,100,Wake Forest W 78-64 (2010-11),League,lightgreen
2010-11,Clemson,W,70,0.92,39.6,12.9,19.8,60.4,46.2,14.3,26.4,22,32,68.8,0.89,41.8,22.9,34.1,27.9,37.5,31,47.5,11,17,64.7,Clemson W 64-62 (2010-11),League,lightgreen
2010-11,Duke,L,76,0.96,44.1,17.1,37,32.4,50,14.3,20.6,13,22,59.1,1.04,47.1,15.8,32.6,33.8,47.6,30.8,38.2,15,23,65.2,Duke L 73-79 (2010-11),League,lightpink
2010-11,Florida State,W,73,1.23,62.3,16.6,33.3,34.4,63.4,40,32.8,13,21,61.9,0.95,50,19.3,27.4,30,61.5,19,35,9,18,50,Florida State W 89-69 (2010-11),League,lightgreen
2010-11,Boston College,W,76,1.4,65.4,11.8,32.3,29.4,59.6,52.4,30.9,17,20,85,0.97,44.9,21.1,37.9,30.9,31.4,39.4,48.5,13,21,61.9,Boston College W 106-74 (2010-11),League,lightgreen
2010-11,NC State,W,77,1.08,50,19.4,41.9,34.3,53.7,25,22.9,14,24,58.3,0.83,38.6,19.4,26.4,28.8,38.9,25,18.2,13,19,68.4,NC State W 84-64 (2010-11),League,lightgreen
2010-11,Miami,W,62,1.2,53.5,17.8,44.4,24.1,52.4,37.5,27.6,12,14,85.7,1.15,57,21,38.5,17.5,44.8,46.4,49.1,6,10,60,Miami W 74-71 (2010-11),League,lightgreen
2010-11,Clemson,W,74,1.01,50,18.8,30.6,43.1,54.8,25,27.6,17,25,68,0.88,42.2,21.5,33.3,14.1,35.7,34.5,40.8,5,10,50,Clemson W 75-65 (2010-11),League,lightgreen
2010-11,Georgia Tech,L,75,0.77,29.3,24,32.1,55.2,30.4,16.7,20.7,24,32,75,1.04,54.6,17.3,30.3,18.5,56.8,33.3,32.3,7,12,58.3,Georgia Tech L 58-78 (2010-11),League,lightpink
2010-11,Virginia Tech,W,71,0.91,45.2,24.1,41.1,27,50,23.8,33.3,7,17,41.2,0.86,50,25.5,19.1,28.3,33.3,47.8,43.4,8,15,53.3,Virginia Tech W 64-61 (2010-11),League,lightgreen
2010-11,UVA,W,63,0.98,39.8,12.7,28.9,50,39.5,27.3,20.4,19,27,70.4,0.89,47.1,17.4,15.2,23.5,44.1,35.3,33.3,8,12,66.7,UVA W 62-56 (2010-11),League,lightgreen
2010-11,St. Francis PA,W,76,1.36,65.2,13.2,41.5,40.9,63.3,47.1,25.8,17,27,63,0.71,33.6,22.4,29.9,16.4,40.4,6.7,22.4,9,11,81.8,St. Francis PA W 103-54 (2010-11),Non-Conference,lightgreen
2010-11,Rutgers,W,76,1.03,55.6,21.2,31.9,29,46.2,47.8,37.1,9,18,50,0.73,38.1,21.2,15.8,27.1,40.5,22.7,37.3,10,16,62.5,Rutgers W 78-55 (2010-11),Non-Conference,lightgreen
2010-11,William & Mary,W,76,1.12,48.6,15.8,41.9,28.8,50,30.4,31.5,14,21,66.7,0.79,41.9,27.7,32.6,19.4,47.2,23.1,41.9,8,12,66.7,William & Mary W 85-60 (2010-11),Non-Conference,lightgreen
2010-11,Texas,L,75,1.02,46.2,16.1,32.9,30.3,47.3,27.3,16.7,15,20,75,1.05,47.8,16.1,38.3,27.9,46.3,35.7,20.6,13,19,68.4,Texas L 76-78 (2010-11),Non-Conference,lightpink
